tenant_id,sku,product_name,category,quantity_available,last_updated
maison_varlo,MAISON_VARLO-142-0,Mens Dress,FASHION,3,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-692-1,Kids Jacket,FASHION,40,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-684-2,Mens Dress,FASHION,21,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-665-3,Womens Dress,FASHION,53,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-325-4,Womens Dress,FASHION,37,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-353-5,Womens Sneakers,FASHION,10,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-186-6,Womens Sneakers,FASHION,6,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-155-7,Kids Jeans,FASHION,55,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-186-8,Kids Sweater,FASHION,17,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-813-9,Mens Socks,FASHION,57,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-538-10,Kids Sneakers,FASHION,46,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-652-11,Womens Jeans,FASHION,7,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-274-12,Mens Sneakers,FASHION,35,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-284-13,Womens T-Shirt,FASHION,29,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-970-14,Kids Jacket,FASHION,35,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-432-15,Womens Jeans,FASHION,52,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-106-16,Kids Sneakers,FASHION,42,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-729-17,Mens Socks,FASHION,72,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-511-18,Mens Sneakers,FASHION,37,2026-06-01 02:15:22
maison_varlo,MAISON_VARLO-245-19,Womens Sweater,FASHION,31,2026-06-01 02:15:22
nordvik,NORDVIK-882-0,Mens Dress,FASHION,19,2026-06-01 02:15:22
nordvik,NORDVIK-709-1,Mens Socks,FASHION,21,2026-06-01 02:15:22
nordvik,NORDVIK-216-2,Womens T-Shirt,FASHION,47,2026-06-01 02:15:22
nordvik,NORDVIK-554-3,Mens Socks,FASHION,16,2026-06-01 02:15:22
nordvik,NORDVIK-961-4,Kids Jeans,FASHION,15,2026-06-01 02:15:22
nordvik,NORDVIK-949-5,Womens Sneakers,FASHION,62,2026-06-01 02:15:22
nordvik,NORDVIK-315-6,Kids T-Shirt,FASHION,66,2026-06-01 02:15:22
nordvik,NORDVIK-853-7,Kids Dress,FASHION,79,2026-06-01 02:15:22
nordvik,NORDVIK-154-8,Mens Dress,FASHION,73,2026-06-01 02:15:22
nordvik,NORDVIK-416-9,Kids Socks,FASHION,75,2026-06-01 02:15:22
nordvik,NORDVIK-330-10,Kids Socks,FASHION,72,2026-06-01 02:15:22
nordvik,NORDVIK-221-11,Kids Dress,FASHION,23,2026-06-01 02:15:22
nordvik,NORDVIK-658-12,Kids Sneakers,FASHION,79,2026-06-01 02:15:22
nordvik,NORDVIK-510-13,Mens Sweater,FASHION,68,2026-06-01 02:15:22
nordvik,NORDVIK-867-14,Kids Socks,FASHION,35,2026-06-01 02:15:22
nordvik,NORDVIK-967-15,Womens Socks,FASHION,31,2026-06-01 02:15:22
nordvik,NORDVIK-461-16,Mens Socks,FASHION,60,2026-06-01 02:15:22
nordvik,NORDVIK-863-17,Mens T-Shirt,FASHION,25,2026-06-01 02:15:22
nordvik,NORDVIK-362-18,Womens Dress,FASHION,16,2026-06-01 02:15:22
nordvik,NORDVIK-636-19,Womens Sneakers,FASHION,5,2026-06-01 02:15:22
stridecore,STRIDECORE-776-0,Womens T-Shirt,SPORTING,42,2026-06-01 02:15:22
stridecore,STRIDECORE-878-1,Mens Dress,SPORTING,40,2026-06-01 02:15:22
stridecore,STRIDECORE-425-2,Kids Jeans,SPORTING,66,2026-06-01 02:15:22
stridecore,STRIDECORE-686-3,Womens Dress,SPORTING,40,2026-06-01 02:15:22
stridecore,STRIDECORE-871-4,Kids Jeans,SPORTING,61,2026-06-01 02:15:22
stridecore,STRIDECORE-440-5,Kids Dress,SPORTING,6,2026-06-01 02:15:22
